事件名称,综合影响力,媒体参与家数,央媒得分,公众舆论指数,平均传播速度（条/小时）_对数变换,峰值传播速度（条/小时）_对数变换,事件持续时长(小时)_对数变换,渠道总数_对数变换,意见领袖总影响力(万)_对数变换,首发媒体权威度_1级,首发媒体权威度_2级,首发媒体权威度_3级,首发媒体权威度_4级,媒体权威度等级,是否为谣言
杭州银行定增募资规模连夜缩减45亿元,57.3,10,0.69,0.008,1.098612289,3.63758616,5.129898715,2.944438979,7.664346632,0,1,0,0,2,0
南京晓庄学院校领导被举报与他人保持不正当男女关系,66.3,28,0.39,0.04,2.079441542,4.644390899,5.129898715,4.700480366,8.9226583,0,1,0,0,2,0
LV帆布袋被炒至近700元,62.3,27,0.51,0.035,1.386294361,4.532599493,5.916202063,4.454347296,8.980298079,0,1,0,0,2,0
浙商银行拟斥资约23亿元在深圳购置办公用房,56.4,9,0.35,0.008,0.693147181,3.663561646,5.484796933,2.944438979,5.828945618,0,1,0,0,2,0
俄罗斯瓦格纳事件,82.6,119,4.11,0.57,4.290459441,6.82437367,5.978885765,7.759614151,9.504948404,0,1,0,0,2,0
成都一女子2年被老公家暴16次,68.0,22,0.32,0.034,2.564949357,5.209486153,5.978885765,5.030437921,9.224933374,0,1,0,0,2,0
上海迪士尼门票上涨,59.5,13,0.44,0.009,1.098612289,4.290459441,6.03787092,3.663561646,8.358666283,0,1,0,0,2,0
鹿晗2023北京演唱会,74.5,8,0.19,0.14,4.418840608,6.909753282,5.953243334,4.189654742,9.16440114,0,1,0,0,2,0
宁夏银川烧烤店爆炸事故 致31人死亡,80.9,147,6.89,0.91,3.931825633,7.598399329,6.102558595,7.815610532,9.492733482,0,1,0,0,2,0
深圳一女子洗澡时因触电身亡,56.5,7,0.06,0.024,1.791759469,4.682131227,5.220355825,3.044522438,8.401108712,0,0,1,0,3,0
卓胜微现34亿离婚案,57.6,16,0.64,0.036,1.386294361,3.526360525,4.976733742,3.258096538,7.588829878,0,1,0,0,2,0
炎亚纶被曝性侵未成年男性,75.2,8,0.13,0.39,3.583518938,7.013915475,6.196444128,5.38907173,9.378563004,0,0,0,1,4,0
饿了么上线免单活动,68.1,4,0.06,0.024,2.48490665,5.023880521,6.525029658,2.995732274,9.384293679,0,0,1,0,3,0
黄子佼承认性骚扰并曝光台湾艺人大小S等吸毒,76.0,22,0.83,0.45,4.304065093,7.569411792,5.257495372,5.96870756,9.435561763,0,1,0,0,2,0
山西一男子造谣冒充女幼师给幼儿喂药被刑拘,71.7,57,1.27,0.43,3.80666249,7.467942332,5.308267697,5.746203191,9.271905728,0,0,0,1,4,0
内蒙古包头一公职人员吸毒仍在岗,60.4,18,0.83,0.05,1.945910149,5.293304825,5.308267697,3.970291914,8.765458532,0,1,0,0,2,0
联发科回应与谷歌合作生产AI服务器芯片传闻,35.2,9,0.19,0.007,0.693147181,3.401197382,5.308267697,2.772588722,7.126890809,0,1,0,0,2,0
英特尔斥资超300亿欧元在德国建厂,58.1,17,0.51,0.016,1.386294361,3.465735903,5.129898715,3.688879454,6.845879875,0,0,0,1,4,0
上汽集团拟60亿投资上汽芯聚,52.9,10,0.96,0.011,1.098612289,3.912023005,5.129898715,2.48490665,6.610696045,0,0,1,0,3,0
阿里巴巴集团换帅,73.7,79,3.1,0.2,3.713572067,6.91968385,5.484796933,6.216606101,8.881280595,0,0,1,0,3,0
东航客服回应胡兵50万积分被清零,64.4,28,0.64,0.15,2.302585093,5.313205979,5.420534999,4.615120517,8.953640037,0,1,0,0,2,0
南昌通报“中学生疑被老师要求弃考”,63.7,33,0.96,0.08,1.945910149,5.225746674,5.420534999,4.709530201,8.811056123,0,0,0,1,4,0
百果园回应女子团购西瓜被嘲讽,60.0,21,0.57,0.086,1.386294361,4.828313737,5.521460918,4.110873864,8.542665987,0,1,0,0,2,0
美光宣布对西安工厂投资43亿元,46.2,10,0.32,0.008,0.693147181,2.890371758,5.613128106,3.044522438,7.638198244,0,0,1,0,3,0
中国科学院“紫东太初”全模态大模型,63.4,27,1.16,0.021,0.693147181,3.891820298,7.289610521,3.951243719,8.603737793,0,0,1,0,3,0
杭州保姆纵火案涉案房源已网签,37.9,7,0.06,0.013,0.693147181,3.761200116,5.66296048,2.995732274,8.14815644,0,1,0,0,2,0
肯德基广告文案引争议,59.9,12,0.25,0.031,1.791759469,6.049733455,5.697093487,3.555348061,8.939712054,0,0,1,0,3,0
杨丽萍孔雀舞中舞者造型被指不雅,64.0,29,0.38,0.079,2.079441542,5.204006687,5.697093487,4.828313737,9.043695295,0,1,0,0,2,0
市场监管总局印发《盲盒经营行为规范指引（试行）》,66.2,83,3.76,0.075,2.079441542,5.786897381,5.697093487,5.521460918,8.069655307,1,0,0,0,1,0
华昌达总裁陈泽失联,55.4,13,0.51,0.015,0.693147181,3.912023005,5.697093487,3.610917913,7.198183577,0,1,0,0,2,0
张雪峰与新闻学教授互怼,71.5,28,0.45,0.079,3.36729583,5.82008293,5.645446898,5.38907173,9.235618179,0,1,0,0,2,0
女导游穿紧身裤被质疑是色情营销,62.5,11,0.32,0.037,2.833213344,5.192956851,5.129898715,4.317488114,8.943244933,0,1,0,0,2,0
嵩山音乐节退票事件,53.7,3,0.0,0.006,2.772588722,5.613128106,5.579729826,2.833213344,7.693481641,0,1,0,0,2,0
好声音第二季亚军张恒远去世,66.1,25,0.57,0.12,2.197224577,6.12905021,5.774551546,4.779123493,9.392161804,0,0,1,0,3,0
SK-II回应其“神仙水”产品产地受核辐射污染,60.9,28,0.57,0.043,1.098612289,4.418840608,5.774551546,4.543294782,7.235619141,1,0,0,0,1,0
美国务卿布林肯将访华,76.5,115,3.38,0.28,3.583518938,6.102558595,5.774551546,6.915723449,9.445965701,0,1,0,0,2,0
比尔·盖茨抵达北京,68.0,47,1.72,0.079,2.197224577,5.429345629,5.774551546,5.342334252,9.124673545,0,1,0,0,2,0
海底捞工作人员回应8块钱生菜仅2片,61.0,18,0.32,0.034,1.386294361,4.779123493,5.774551546,4.127134385,8.794067065,0,0,1,0,3,0
广东交通职业技术学院干部不正当男女关系被抓现行,61.7,13,0.22,0.037,1.386294361,4.248495242,5.129898715,3.951243719,8.863049828,0,1,0,0,2,0
天津两处居民楼爆炸致3人死亡,67.0,55,1.72,0.14,1.945910149,6.102558595,5.786897381,5.365976015,8.529714472,1,0,0,0,1,0
笑果回应擅自演出被罚,66.7,53,0.96,0.089,1.945910149,5.902633333,5.826000107,5.198497031,8.981178748,0,1,0,0,2,0
米哈游起诉三七互娱等侵权“崩坏3”,35.1,8,0.06,0.008,0.693147181,3.871201011,5.846438775,2.63905733,5.918893854,0,0,1,0,3,0
上海迪士尼回应女子穿联名汉服被拦,62.6,28,0.83,0.066,1.386294361,5.293304825,5.846438775,4.644390899,8.411388133,0,0,1,0,3,0
余承东否认高通对华为恢复 5G 芯片供应,61.8,21,0.32,0.041,1.791759469,4.927253685,5.846438775,4.204692619,8.665785595,0,0,1,0,3,0
格力主播身穿“免职裙”惹争议,61.5,12,0.06,0.032,1.098612289,6.063785209,6.013715156,3.663561646,8.591001119,0,1,0,0,2,0
自证未偷拍仍遭曝光涉事女子已道歉,77.1,37,0.7,0.35,3.784189634,7.013915475,5.976350909,6.073044534,9.486304051,0,1,0,0,2,0
小米遭遇杀猪盘 被印度没收48亿,66.6,22,0.64,0.083,2.708050201,5.313205979,5.442417711,4.770684624,9.190545745,0,1,0,0,2,0
成都地铁误会偷拍事件,72.3,9,0.06,0.13,1.386294361,5.690359454,7.149131599,4.762173935,9.15809926,0,0,0,1,4,0
《全民加速中2023》开播,75.7,13,0.32,0.6,5.241747015,7.053585727,5.888877958,4.828313737,9.954370763,0,0,1,0,3,0
梅西第7次中国行,82.1,108,4.59,0.63,4.510859507,7.112327445,6.035481433,7.549609165,10.03556789,0,1,0,0,2,0
大叔被疑偷拍自证清白后仍被女生曝光,76.8,47,1.15,0.19,3.583518938,6.932447892,6.068425588,6.212606096,9.320449595,0,1,0,0,2,0
婴儿接种证被盖死亡证明专用章,63.3,22,0.29,0.04,1.386294361,4.532599493,5.579729826,4.454347296,8.365439636,0,1,0,0,2,0
广东电信基站全省故障,68.2,46,1.21,0.037,2.197224577,6.246106765,6.11146734,5.356586275,8.866581653,0,0,0,1,4,0
万达回应“19亿股权被冻结”,60.9,29,1.15,0.013,1.098612289,4.418840608,6.144185634,4.143134726,7.116394144,0,1,0,0,2,0
小米联名迪士尼,67.5,10,0.06,0.0,1.609437912,5.624017506,6.580639137,4.605170186,9.219696467,0,0,0,1,4,0
中石油下属企业领导胡继勇和女子牵手逛街，被免职,74.0,21,0.45,0.079,3.135494216,6.490723535,6.173786104,5.030437921,9.366745651,0,1,0,0,2,0
九江一幼儿园员工在小便池清洗餐具,66.3,50,1.02,0.036,2.079441542,5.583496309,5.789960171,5.488937726,9.094255893,1,0,0,0,1,0
2023苹果WWDC开发者大会,78.2,69,3.06,0.6,4.043051268,7.25629724,5.860786223,6.905753276,9.301551252,0,0,0,1,4,0
一季度全球半导体设备出货金额同比增长9%,42.1,2,0.13,0.005,1.098612289,2.708050201,4.976733742,1.791759469,7.325148958,0,1,0,0,2,0
Citywalk出圈爆火,73.9,97,3.05,0.026,2.197224577,5.308267697,7.305860033,6.091309882,9.547312484,0,0,0,1,4,0
“唯品会崩了”相关负责人被免职,52.3,15,0.26,0.026,1.386294361,4.369447852,5.303304908,3.17805383,8.02125618,0,0,1,0,3,0
万达员工午餐时间玩手机被通报,59.4,5,0.19,0.048,1.609437912,5.164785974,5.308267697,3.33220451,8.39705739,0,1,0,0,2,0
官方通报“三亚被宰记”一事调查情况,62.7,54,2.11,0.26,1.945910149,4.976733742,5.351858133,5.030437921,8.670600738,0,1,0,0,2,0
罗斯柴尔德家族“减持”英伟达,42.3,9,0.32,0.047,1.098612289,3.713572067,5.129898715,3.091042453,7.826443135,0,0,1,0,3,0
大众ID.4X新能源车撞上收费站燃爆致4人死亡,55.7,6,0.0,0.018,1.386294361,3.401197382,4.795790546,2.397895273,8.170468578,0,0,0,1,4,0
79岁老人欲取离世儿子41万存款被拒,62.3,8,0.06,0.084,1.609437912,5.030437921,5.262690189,3.33220451,8.814181823,0,1,0,0,2,0
椰树回应“擦边直播”,67.1,22,0.57,0.16,3.044522438,5.634789603,5.697093487,4.532599493,9.297801648,0,1,0,0,2,0
武汉校园被撞致死小学生的母亲坠楼身亡,74.2,16,0.45,0.44,4.158883083,8.185071478,5.697093487,5.521460918,9.801510196,0,1,0,0,2,0
爱马仕万元针织衫因服装质量不合格被罚30万,54.4,18,0.38,0.038,0.693147181,4.33073334,5.765191103,3.761200116,7.930925372,0,0,1,0,3,0
云南昭通暴雨引发山洪致3死1失联,63.6,24,0.64,0.07,1.609437912,4.262679877,5.774551546,4.709530201,7.760040681,0,0,0,1,4,0
阿里云正式发布“通义听悟”工作学习AI助手,58.9,16,0.38,0.045,1.098612289,4.33073334,5.774551546,3.80666249,8.762019954,0,0,1,0,3,0
华南理工大学一博士被传介入导师婚姻,68.9,25,0.64,0.31,3.17805383,6.001414878,5.726847748,5.153291594,8.834628222,1,0,0,0,1,0
英伟达成全球首家万亿市值芯片企业,61.5,22,0.77,0.13,1.609437912,3.871201011,5.774551546,4.060443011,8.224967479,0,0,1,0,3,0
清华大学陷恶意抹黑舆情,51.4,15,0.13,0.005,0.693147181,3.737669618,6.854354502,4.043051268,8.754160749,0,1,0,0,2,0
《登场了！北京中轴线》开播,68.9,58,2.78,0.052,2.197224577,6.799055862,6.854354502,5.774551546,9.378901014,0,0,0,1,4,0
贵州两名教师因捡石溺水身亡,67.5,38,0.77,0.13,1.945910149,4.812184355,6.035481433,5.493061443,9.271341394,0,1,0,0,2,0
网友称瑞幸咖啡中喝出活蛆,33.7,9,0.13,0.006,0.693147181,3.17805383,5.129898715,2.890371758,7.739794458,1,0,0,0,1,0
多巴胺穿搭走红,80.1,73,2.06,0.11,2.48490665,5.272999559,7.289610521,6.200509174,10.05603695,0,1,0,0,2,0
乐乐茶联名loopy,25.9,1,0.0,0.002,0.693147181,3.555348061,5.82008293,1.098612289,6.947937069,0,1,0,0,2,0
天津一区局部地面沉降,63.2,43,1.53,0.046,1.386294361,4.615120517,5.802118375,5.093750201,8.651898894,0,0,1,0,3,0
浙江自然资源厅一处长地铁猥亵他人被拘,60.6,15,0.45,0.048,1.386294361,4.553876892,5.843544417,4.521788577,8.496378052,0,1,0,0,2,0
吴谢宇二审维持死刑,70.3,56,1.98,0.11,2.564949357,6.43775165,5.872117789,5.84932478,9.24425859,0,1,0,0,2,0
英伟达CEO黄仁勋或6月访华,58.9,13,0.57,0.02,1.386294361,3.63758616,5.872117789,3.737669618,7.837554361,0,1,0,0,2,0
农行宣布将清理个人长期不动存折账户,54.4,13,0.57,0.012,0.693147181,3.737669618,5.897153868,3.36729583,7.886081402,0,1,0,0,2,0
贵州茅台被指不环保,32.7,1,0.06,0.007,0.693147181,3.737669618,5.937536205,0.693147181,6.961296046,0,1,0,0,2,0
马斯克访华,76.9,87,3.9,0.23,3.80666249,6.131226489,5.937536205,6.695798917,9.46583494,0,0,0,1,4,0
英伟达推出AI超级计算机,60.2,14,0.19,0.021,1.098612289,4.127134385,5.976350909,3.737669618,8.093767758,0,1,0,0,2,0
联发科将与英伟达合作开发车用SoC芯片,55.3,11,0.13,0.011,0.693147181,3.218875825,5.976350909,3.135494216,8.064636476,0,1,0,0,2,0
坚果高管炮轰极米,64.4,12,0.12,0.022,1.609437912,4.369447852,5.379897354,3.433987204,8.651024539,0,0,1,0,3,0
山姆超市同款蛋糕各地不同价,64.7,38,1.21,0.11,1.791759469,5.726847748,6.00635316,4.852030264,8.605020902,0,1,0,0,2,0
山东菏泽一男子喝醉砍死柯基,73.7,27,0.83,0.36,3.713572067,6.776506992,6.00635316,5.525452939,9.412546252,0,0,0,1,4,0
东航C919商业首航,74.5,95,3.7,0.72,2.944438979,6.212606096,6.144185634,6.49677499,9.263975921,1,0,0,0,1,0
英伟达黄仁勋台大演讲,68.0,27,0.77,0.074,2.63905733,4.753590191,5.525452939,5.075173815,8.880168248,0,0,1,0,3,0
儿童“真煮”厨具安全吗？江苏消保委检测发现有产品铬超标,40.2,5,0.32,0.01,0.693147181,3.044522438,5.525452939,2.397895273,6.617402978,0,0,1,0,3,0
福建农业职业技术学院一名女生坠亡,59.8,16,0.77,0.02,1.791759469,4.369447852,5.484796933,4.290459441,8.483843212,0,0,1,0,3,0
五月天北京鸟巢演唱会,77.6,47,1.06,0.16,4.691347882,6.726233402,5.888877958,5.793013608,10.24778623,0,0,1,0,3,0
微信新增锁定功能,61.7,17,0.26,0.064,1.791759469,5.513428746,5.616771098,3.850147602,8.687104728,0,0,0,1,4,0
“国内最大催收公司”湖南永雄资产管理集团宣布停业,62.7,15,0.58,0.072,1.791759469,5.099866428,5.616771098,4.043051268,8.557759153,0,1,0,0,2,0
长城举报比亚迪污染物排放不达标,75.7,76,3.15,0.49,3.761200116,6.928537818,5.616771098,6.180016654,9.174609562,1,0,0,0,1,0
易点云上市,35.2,12,0.39,0.009,0.693147181,3.850147602,5.616771098,2.944438979,5.66296048,0,0,1,0,3,0
长沙警方通报一家5口死亡,64.4,19,0.39,0.17,1.945910149,5.777652323,5.616771098,4.454347296,8.9717024,1,0,0,0,1,0
英伟达Q1业绩超预期,70.0,25,0.71,0.14,3.63758616,5.545177444,4.795790546,5.043425117,8.750841375,0,1,0,0,2,0
武汉一小学生校内被教师驾车撞伤致死,65.6,29,0.64,0.12,2.302585093,5.164785974,5.616771098,4.828313737,9.352100317,0,1,0,0,2,0
河南小麦受灾事件,76.8,82,4.05,0.39,3.871201011,5.828945618,5.616771098,6.878326468,9.588365764,1,0,0,0,1,0
亚马逊中国回应关闭应用商店,59.5,27,0.71,0.064,1.098612289,5.313205979,5.700443573,4.077537444,8.320934969,0,1,0,0,2,0
山西临猗县10岁男孩身亡2嫌疑人系生母和继父,69.9,41,0.83,0.21,2.772588722,5.488937726,5.700443573,5.438079309,9.113388846,0,1,0,0,2,0
厦门仙岳医院男医生体检时猥亵女子被拘,60.1,7,0.19,0.075,1.945910149,5.313205979,5.700443573,3.526360525,8.866722667,0,1,0,0,2,0
宁波老婆大人部分门店会员失效,44.2,11,0.26,0.017,0.693147181,3.496507561,5.730099783,3.36729583,7.668093709,0,0,1,0,3,0
日本正式出台半导体制造设备出口管制措施,66.5,82,2.95,0.073,2.079441542,4.890349128,5.777652323,5.204006687,8.962904128,0,1,0,0,2,0
苹果与博通达成价值数十亿美元的新协议,48.7,10,0.06,0.019,1.098612289,4.025351691,4.976733742,2.708050201,7.609862201,0,0,1,0,3,0
李子柒螺蛳粉假货维权,45.2,3,0.06,0.024,1.098612289,4.934473933,5.129898715,1.791759469,8.433594168,0,1,0,0,2,0
桂林遭遇极端特大暴雨,65.1,33,1.41,0.13,2.079441542,5.488937726,5.293304825,4.919980926,8.0730912,0,0,1,0,3,0
国泰航空乘务歧视非英语乘客,75.3,67,1.99,0.43,4.077537444,6.137727054,5.293304825,6.212606096,9.501591069,0,0,1,0,3,0
兰州大学回应网传教师抹黑抗美援朝,60.7,24,0.77,0.088,1.609437912,5.081404365,5.303304908,4.356708827,8.821142236,0,1,0,0,2,0
乐华回应被冻结2390万财产,56.9,8,0.32,0.041,1.386294361,4.86753445,5.313205979,3.135494216,7.398174093,0,1,0,0,2,0
长沙自建房倒塌事故调查报告公布,59.7,48,1.8,0.067,2.079441542,4.844187086,5.342334252,4.812184355,7.978653729,0,1,0,0,2,0
英特尔披露AI芯片大战前景规划,35.0,4,0.0,0.014,0.693147181,2.995732274,5.129898715,2.197224577,7.335633982,0,0,1,0,3,0
老人不会操作ATM机遭银行职员大吼,52.5,3,0.17,0.016,0.693147181,3.663561646,5.379897354,1.609437912,6.851184927,0,1,0,0,2,0
微信刷掌支付发布,68.6,50,2.17,0.12,2.197224577,4.955827058,6.34738921,5.323009979,8.916371915,0,1,0,0,2,0
网红小慧君回应被指封号,69.8,19,0.51,0.24,2.302585093,6.144185634,6.356107661,4.634728988,9.119101892,0,0,0,1,4,0
美光公司在华产品未通过审查,67.6,61,2.04,0.14,1.791759469,5.697093487,6.37331979,5.327876169,9.067162602,0,1,0,0,2,0
呷哺集团推出付费会员模式,51.6,14,1.47,0.017,0.693147181,3.496507561,6.396929655,3.17805383,5.451038454,0,0,1,0,3,0
肯德基六一玩具爆火,63.2,14,0.58,0.026,1.386294361,4.574710979,6.613384218,3.465735903,8.769351708,0,1,0,0,2,0
Meta首次披露自研AI芯片,61.1,18,0.32,0.042,1.098612289,3.663561646,6.452048954,4.077537444,8.30201781,0,0,1,0,3,0
浙江通报6男子参加同性淫乱聚会,60.3,2,0.0,0.031,1.791759469,5.676753802,6.469250317,2.890371758,9.006876891,0,0,0,1,4,0
国务院发布关于同意扩大内地居民婚姻登记“跨省通办”试点的批复,65.9,61,2.25,0.095,2.708050201,5.616771098,4.804021045,5.262690189,7.82284529,1,0,0,0,1,0
美团外卖推出姊妹版APP登陆中国香港,58.1,13,0.38,0.021,0.693147181,3.63758616,6.475432717,3.401197382,7.467942332,0,1,0,0,2,0
ChatGPT官方iOS版本应用上线,67.8,32,0.84,0.099,2.564949357,5.814130532,5.693732139,5.176149733,8.99019233,0,1,0,0,2,0
四川传媒学院通报教师出轨多名女生,58.5,16,0.39,0.025,1.609437912,4.477336814,4.882801923,3.688879454,8.43402895,0,1,0,0,2,0
第14届“金扫帚奖”出炉,44.3,1,0.0,0.017,1.609437912,4.574710979,4.882801923,1.609437912,9.070618429,0,0,0,1,4,0
国产量子计算超低温温度传感器研制成功,46.1,28,1.54,0.008,0.693147181,4.317488114,5.720311777,3.688879454,8.080546966,0,1,0,0,2,0
英国宣布10亿英镑半导体投资计划,57.4,10,0.39,0.008,1.098612289,3.218875825,5.720311777,3.17805383,9.044875932,0,0,1,0,3,0
美光科技将向日本半导体工厂引入EUV光刻机,58.4,8,0.06,0.015,1.098612289,3.36729583,5.720311777,3.044522438,8.764053269,0,0,1,0,3,0
三星电子宣布12纳米级 DDR5 DRAM已开始量产,52.6,16,0.64,0.008,0.693147181,3.258096538,5.720311777,3.218875825,7.609366538,0,1,0,0,2,0
第七届世界智能大会召开,75.0,124,7.2,0.18,3.526360525,6.43775165,5.720311777,7.151485464,8.750049422,0,0,1,0,3,0
何赛飞怒批戏曲界乱象,66.3,16,0.13,0.18,2.079441542,5.765191103,6.489204931,4.48863637,9.276128113,0,0,0,1,4,0
厦航一飞行员在女厕偷拍,68.8,46,1.09,0.27,3.135494216,5.831882477,5.129898715,5.393627546,9.216719979,0,1,0,0,2,0
离职行长突遭银行“讨薪”71万,55.0,2,0.29,0.019,0.693147181,3.091042453,5.484796933,1.791759469,6.194405391,0,1,0,0,2,0
银行回应老人被抬到现场办业务,56.3,3,0.06,0.014,0.693147181,3.80666249,5.262690189,2.708050201,8.221747728,0,1,0,0,2,0
喜茶与FENDI联名,64.2,24,0.58,0.037,2.564949357,4.955827058,5.796057751,4.477336814,9.175645402,0,0,1,0,3,0
英国宣布与日本建立半导体合作伙伴关系,65.7,2,0.19,0.027,1.945910149,3.784189634,5.796057751,4.077537444,9.291920359,1,0,0,0,1,0
闲鱼开收软件服务费,61.4,29,0.58,0.071,1.386294361,4.584967479,5.866468057,4.418840608,8.347353412,0,0,0,1,4,0
中国商人在泰被刺20余刀身亡,62.2,23,0.71,0.054,1.791759469,4.990432587,5.192956851,4.624972813,8.325063694,1,0,0,0,1,0
巴菲特清仓台积电,60.9,18,0.9,0.064,1.098612289,4.127134385,5.866468057,3.951243719,8.695506727,0,1,0,0,2,0
南宁“天价停车”风波,70.5,73,1.8,0.17,2.079441542,5.872117789,6.34738921,6.118097198,9.049819445,0,1,0,0,2,0
老虎证券、富途控股双双下架其App,62.6,22,1.28,0.063,2.197224577,5.351858133,4.976733742,4.343805422,8.023224685,0,1,0,0,2,0
湖北恩施网红浮桥游览车落水致5人死亡,68.2,53,1.2,0.11,2.708050201,5.342334252,5.262690189,5.472270674,9.185432736,0,1,0,0,2,0
通州一学生殴打伤人,64.9,30,1.22,0.11,2.63905733,6.444131257,5.278114659,4.521788577,9.324829098,0,1,0,0,2,0
阿里达摩院回应自动驾驶业务裁员70%为不实消息,59.1,16,0.32,0.041,1.609437912,4.127134385,5.318119994,3.891820298,7.509883061,0,0,1,0,3,0
麦当劳外卖可乐杯壁内布满霉点,38.0,6,0.06,0.021,0.693147181,3.433987204,5.318119994,2.564949357,7.66293785,0,0,0,1,4,0
山西发生重大刑案已致7死11伤,68.6,57,1.53,0.36,1.791759469,5.976350909,6.625392368,5.707110265,9.071193241,0,1,0,0,2,0
广州海珠致5死火灾：电动自行车电池入室充电起火所致,45.0,10,0.19,0.003,0.693147181,2.833213344,6.304448802,3.135494216,7.990576882,0,0,1,0,3,0
网红卖崽青蛙被城管拦截,67.1,35,1.35,0.14,2.302585093,5.587248658,6.052089169,5.351858133,9.157677719,1,0,0,0,1,0
笑果演员House言论引争议,81.8,88,3.15,0.41,4.983606622,7.809135398,5.82008293,6.860663671,9.538132185,0,0,1,0,3,0
贵州村超火爆出圈,76.5,91,4.09,0.035,1.945910149,4.584967479,7.685243608,6.710523109,9.765948139,1,0,0,0,1,0
